   #  Z_k1  A_k1  Z_k3  A_k3        Z_k5  A_k5  Z_k7  A_k7    flux [dY/dt]    energy [erg/(g*s)]    timescale reac [s]
  274   10   19    0    0            0    1    9   18         1.00000E-99         1.00000E-99         1.00000E+90
  275   10   19    0    1            1    1    9   19         7.64318E-43         2.96483E-24         8.17635E+88
  276   10   19    0    1            2    4    8   16         7.19177E-43         8.42001E-24         8.68957E+88
  277   10   19    1    1            0    0   10   20         1.13111E-38         1.84049E-19         5.48135E+14
  278   10   19    0    0            1    1    9   18         1.00000E-99         1.00000E-99         1.00000E+90
  279   10   19    1    1            0    1   10   19         1.00000E-99         1.00000E-99         1.00000E+90
  280   10   19    2    4            0    0   12   23         1.20241E-60         1.11943E-41         5.15632E+36
  281   10   19    0    0            2    4    8   15         1.00000E-99         1.00000E-99         1.00000E+90
  282   10   19    2    4            0    1   11   22         1.00000E-99         1.00000E-99         1.00000E+90
  283   10   19    2    4            1    1   11   22         1.21834E-57         2.43218E-39         5.08890E+33
  284   10   19    0    0            0    0    9   19         2.38452E-25         9.24968E-07         2.60010E+01
  285   10   20    0    1            0    0   10   21         2.73177E-28         1.78212E-09         1.00000E+90
  286   10   20    0    0            0    1   10   19         1.00000E-99         1.00000E-99         1.00000E+90
  287   10   20    0    1            2    4    8   17         1.00000E-99         1.00000E-99         1.00000E+90
  288   10   20    1    1            0    0   11   21         5.36915E-17         1.25935E+02         1.01114E+12
  289   10   20    0    0            1    1    9   19         1.00000E-99         1.00000E-99         1.00000E+90
  290   10   20    1    1            0    1   10   20         1.00000E-99         1.00000E-99         1.00000E+90
  291   10   20    1    1            2    4    9   17         1.00000E-99         1.00000E-99         1.00000E+90
  292   10   20    2    4            0    0   12   24         1.00000E-99         1.27482E-83         1.00000E+90
  293   10   20    0    0            2    4    8   16         1.00000E-99         1.00000E-99         1.00000E+90
  294   10   20    2    4            0    1   12   23         1.00000E-99         1.00000E-99         1.00000E+90
  295   10   20    2    4            1    1   11   23         1.00000E-99         1.00000E-99         1.00000E+90
  296   10   20    0    0            0    0    9   20         1.00000E-99         1.00000E-99         1.00000E+90
  297   10   21    0    1            0    0   10   22         6.84775E-31         6.84713E-12         1.00000E+90
  298   10   21    0    0            0    1   10   20         1.00000E-99         1.00000E-99         1.00000E+90
  299   10   21    0    1            2    4    8   18         1.03024E-33         6.92166E-16         1.00000E+90
  300   10   21    1    1            0    0   11   22         5.36962E-17         3.49139E+02         1.49770E+08
  301   10   21    1    1            0    1   11   21         1.00000E-99         1.00000E-99         1.00000E+90
